Provider,TotalClaims_Count,UniqueBeneficiaries_Count,InpatientClaims_Count,OutpatientClaims_Count,MeanReimbursement,TotalReimbursement,StdReimbursement,MinReimbursement,MaxReimbursement,FirstClaimDate,LastClaimDate,UniqueClaimDates_Count,UniqueClaimMonths_Count,ClaimsPerBeneficiary_Ratio,InpatientPercentage,OutpatientPercentage,ExtraVisitsPerBeneficiary_Percentage,BeneficiariesWithInpatient_Percentage,BeneficiariesWithOutpatient_Percentage,InpatientOutpatient_Ratio,ClaimsPerMonth_Ratio,ClaimDurationDays,ReimbursementCoV_Ratio,PotentialFraud
PRV52870,589,220,35,554,769.7453310696095,453380,2879.1681001009442,0,52000,2008-12-18,2009-12-30,294,13,2.6772727272727272,5.942275042444821,94.05772495755518,167.72727272727272,15.909090909090908,100.0,0.0631768953068592,45.30769230769231,377,3.7404164518934584,Yes
PRV52872,108,102,0,108,441.75925925925924,47710,1239.5385248496157,0,11100,2008-12-30,2009-12-30,94,13,1.0588235294117647,0.0,100.0,5.88235294117647,0.0,100.0,0.0,8.307692307692308,365,2.8059140784690526,No
PRV52873,69,56,0,69,239.1304347826087,16500,662.7188631388897,10,5300,2009-01-03,2009-12-28,64,12,1.2321428571428572,0.0,100.0,23.214285714285715,0.0,100.0,0.0,5.75,359,2.7713697913080844,No
PRV52875,12,12,0,12,128.33333333333334,1540,180.99891176635856,0,600,2009-01-01,2009-12-16,12,7,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.7142857142857142,349,1.4103811306469498,No
PRV52876,73,66,18,55,2684.6575342465753,195980,6474.830774749547,0,42000,2008-12-31,2009-12-28,69,13,1.106060606060606,24.65753424657534,75.34246575342466,10.606060606060606,27.27272727272727,83.33333333333334,0.32727272727272727,5.615384615384615,362,2.4117902161277525,No
PRV52877,19,19,0,19,128.94736842105263,2450,228.32468929725943,10,1000,2009-01-19,2009-12-30,18,10,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.9,345,1.7706812639379303,No
PRV52878,27,25,0,27,433.3333333333333,11700,735.6838785992045,0,3000,2009-01-05,2009-12-27,27,12,1.08,0.0,100.0,8.0,0.0,100.0,0.0,2.25,356,1.6977320275366259,No
PRV52879,120,56,0,120,224.0,26880,449.35509343947575,0,3300,2009-01-02,2009-12-30,108,12,2.142857142857143,0.0,100.0,114.28571428571428,0.0,100.0,0.0,10.0,362,2.006049524283374,No
PRV52880,20,19,3,17,978.0,19560,2586.42529168613,20,11000,2009-01-09,2009-12-30,20,10,1.0526315789473684,15.0,85.0,5.263157894736842,15.789473684210526,89.47368421052632,0.17647058823529413,2.0,355,2.6446066377158792,No
PRV52881,302,225,20,282,700.364238410596,211510,2434.039244336325,0,31000,2008-12-27,2009-12-31,202,13,1.3422222222222222,6.622516556291391,93.37748344370861,34.22222222222222,8.88888888888889,100.0,0.07092198581560284,23.23076923076923,369,3.475390533731597,No
PRV52882,41,32,0,41,364.8780487804878,14960,762.7913277929277,0,3300,2009-01-27,2009-12-25,36,11,1.28125,0.0,100.0,28.125,0.0,100.0,0.0,3.727272727272727,332,2.0905377299137724,No
PRV52884,707,213,0,707,336.53465346534654,237930,648.0397658349257,0,3300,2008-12-21,2009-12-30,328,13,3.31924882629108,0.0,100.0,231.924882629108,0.0,100.0,0.0,54.38461538461539,374,1.925625664881656,Yes
PRV52886,70,41,0,70,343.2857142857143,24030,645.7076141578063,0,3070,2008-12-23,2009-12-30,61,13,1.7073170731707317,0.0,100.0,70.73170731707317,0.0,100.0,0.0,5.384615384615385,372,1.8809626712878253,No
PRV52887,530,202,23,507,723.7547169811321,383590,2993.173780136531,0,39000,2008-12-29,2009-12-31,290,13,2.623762376237624,4.339622641509433,95.66037735849056,162.3762376237624,11.386138613861387,100.0,0.045364891518737675,40.76923076923077,367,4.135619029360415,Yes
PRV52889,640,363,31,609,636.71875,407500,2091.787095788665,0,29000,2008-12-29,2009-12-31,300,13,1.7630853994490359,4.84375,95.15625,76.30853994490359,8.539944903581267,100.0,0.05090311986863711,49.23076923076923,367,3.2852607148582713,No
PRV52890,22,22,4,18,1588.6363636363637,34950,3155.47942995996,0,12000,2009-01-04,2009-12-27,21,11,1.0,18.181818181818183,81.81818181818183,0.0,18.181818181818183,81.81818181818183,0.2222222222222222,2.0,357,1.9862817584869559,No
PRV52891,19,19,0,19,135.78947368421052,2580,192.24740395512595,10,700,2009-01-09,2009-12-15,19,10,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.9,340,1.4157754554834858,No
PRV52892,36,29,7,29,3019.1666666666665,108690,9123.54266249058,10,46000,2009-01-10,2009-11-11,34,11,1.2413793103448276,19.444444444444446,80.55555555555556,24.137931034482758,24.137931034482758,100.0,0.2413793103448276,3.272727272727273,305,3.0218744672891793,No
PRV52893,362,227,0,362,364.22651933701655,131850,730.6287532937998,0,3300,2008-12-25,2009-12-30,224,13,1.5947136563876652,0.0,100.0,59.471365638766514,0.0,100.0,0.0,27.846153846153847,370,2.0059735206094467,No
PRV52895,81,72,0,81,323.2098765432099,26180,667.700956941979,0,3300,2008-12-25,2009-12-22,72,13,1.125,0.0,100.0,12.5,0.0,100.0,0.0,6.230769230769231,362,2.065843296879309,No
PRV52896,142,97,17,125,2119.154929577465,300920,7200.228275829422,0,57000,2009-01-01,2009-12-30,121,12,1.4639175257731958,11.971830985915492,88.02816901408451,46.391752577319586,17.525773195876287,100.0,0.136,11.833333333333334,363,3.397688472576691,No
PRV52897,45,39,0,45,203.11111111111111,9140,282.50359790325297,0,1100,2009-01-02,2009-12-14,43,12,1.1538461538461537,0.0,100.0,15.384615384615385,0.0,100.0,0.0,3.75,346,1.390882046569626,No
PRV52898,114,108,48,66,4701.140350877193,535930,9226.451561819702,0,57000,2008-12-31,2009-12-24,96,13,1.0555555555555556,42.10526315789473,57.89473684210527,5.555555555555555,44.44444444444444,61.111111111111114,0.7272727272727273,8.76923076923077,358,1.96259861931119,No
PRV52899,1,1,0,1,30.0,30,,30,30,2009-04-16,2009-04-16,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV52901,85,50,0,85,270.94117647058823,23030,548.9245405886899,0,2300,2009-01-01,2009-12-27,77,12,1.7,0.0,100.0,70.0,0.0,100.0,0.0,7.083333333333333,360,2.0259915740355465,No
PRV52902,46,44,21,25,2875.0,132250,3735.352281467796,0,12000,2009-01-01,2009-11-24,42,11,1.0454545454545454,45.65217391304348,54.347826086956516,4.545454545454546,47.72727272727273,56.81818181818182,0.84,4.181818181818182,327,1.2992529674670594,No
PRV52903,200,191,167,33,7840.55,1568110,8736.022875192084,0,57000,2008-12-26,2009-12-31,158,13,1.0471204188481675,83.5,16.5,4.712041884816754,87.43455497382199,17.277486910994764,5.0606060606060606,15.384615384615385,370,1.1142104667647148,Yes
PRV52904,3,3,1,2,3410.0,10230,5707.7403584956455,30,10000,2009-01-03,2009-12-17,3,2,1.0,33.33333333333333,66.66666666666666,0.0,33.33333333333333,66.66666666666666,0.5,1.5,348,1.673824152051509,No
PRV52905,130,58,0,130,195.69230769230768,25440,418.8188234990326,0,3300,2009-01-01,2009-12-18,107,12,2.2413793103448274,0.0,100.0,124.13793103448276,0.0,100.0,0.0,10.833333333333334,351,2.140190528886566,No
PRV52907,183,79,0,183,292.89617486338796,53600,586.5252729034945,0,3300,2008-12-22,2009-12-28,150,13,2.3164556962025316,0.0,100.0,131.64556962025316,0.0,100.0,0.0,14.076923076923077,371,2.00250233099514,No
PRV52910,18,16,10,8,8422.222222222223,151600,14879.409996033626,40,57000,2009-01-04,2009-12-22,17,9,1.125,55.55555555555556,44.44444444444444,12.5,62.5,50.0,1.25,2.0,352,1.766684564172858,No
PRV52911,5,5,0,5,412.0,2060,832.1478234063945,0,1900,2009-07-29,2009-11-25,5,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.6666666666666667,119,2.01977627040387,No
PRV52912,16,14,1,15,915.0,14640,3225.6265541235034,0,13000,2009-01-21,2009-12-19,16,10,1.1428571428571428,6.25,93.75,14.285714285714285,7.142857142857142,100.0,0.06666666666666667,1.6,332,3.525274922539348,No
PRV52913,35,32,0,35,331.42857142857144,11600,596.3030361522317,0,2400,2009-01-14,2009-12-04,33,12,1.09375,0.0,100.0,9.375,0.0,100.0,0.0,2.9166666666666665,324,1.7991901952869058,No
PRV52914,61,44,0,61,281.4754098360656,17170,460.60770027422745,0,2400,2009-01-11,2009-12-30,57,12,1.3863636363636365,0.0,100.0,38.63636363636363,0.0,100.0,0.0,5.083333333333333,353,1.6364047592736095,No
PRV52916,26,25,6,20,2812.6923076923076,73130,5774.742631627703,0,26000,2009-01-23,2009-12-27,26,11,1.04,23.076923076923077,76.92307692307693,4.0,24.0,80.0,0.3,2.3636363636363638,338,2.053101441574187,No
PRV52917,32,21,0,32,277.1875,8870,506.4820754399266,0,2100,2009-01-02,2009-12-30,31,12,1.5238095238095237,0.0,100.0,52.38095238095239,0.0,100.0,0.0,2.6666666666666665,362,1.8272183104935344,No
PRV52918,22,20,13,9,5182.272727272727,114010,5236.229952222698,10,16000,2009-01-21,2009-12-10,22,12,1.1,59.09090909090909,40.909090909090914,10.0,65.0,45.0,1.4444444444444444,1.8333333333333333,323,1.0104118844741632,No
PRV52919,66,37,0,66,213.1818181818182,14070,456.49554413836483,0,3300,2009-01-06,2009-12-22,62,12,1.7837837837837838,0.0,100.0,78.37837837837837,0.0,100.0,0.0,5.5,350,2.1413437038473404,No
PRV52920,17,17,2,15,854.7058823529412,14530,2192.4761049070144,10,8000,2009-01-15,2009-12-14,16,8,1.0,11.76470588235294,88.23529411764706,0.0,11.76470588235294,88.23529411764706,0.13333333333333333,2.125,333,2.5651819534355984,No
PRV52921,46,43,3,43,596.7391304347826,27450,1197.4492415089412,0,5000,2009-01-09,2009-12-25,45,12,1.069767441860465,6.521739130434782,93.47826086956522,6.976744186046512,6.976744186046512,100.0,0.06976744186046512,3.8333333333333335,350,2.0066544666452204,No
PRV52922,33,24,7,26,1500.3030303030303,49510,2615.354283897888,0,10000,2009-01-30,2009-12-28,32,12,1.375,21.21212121212121,78.78787878787878,37.5,29.166666666666668,100.0,0.2692307692307692,2.75,332,1.7432173574758696,No
PRV52924,13,11,3,10,2979.230769230769,38730,5648.705547200558,20,18000,2009-01-30,2009-12-13,13,8,1.1818181818181819,23.076923076923077,76.92307692307693,18.181818181818183,27.27272727272727,90.9090909090909,0.3,1.625,317,1.8960281981308353,No
PRV52925,4,4,4,0,7250.0,29000,2217.355782608345,4000,9000,2009-01-02,2009-10-01,4,3,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.3333333333333333,272,0.3058421769114959,No
PRV52926,17,16,4,13,3162.3529411764707,53760,8611.081907498445,0,35000,2009-02-04,2009-12-28,17,9,1.0625,23.52941176470588,76.47058823529412,6.25,25.0,81.25,0.3076923076923077,1.8888888888888888,327,2.722998371046755,No
PRV52928,41,23,0,41,225.85365853658536,9260,315.42808696877404,10,1300,2008-12-29,2009-12-27,40,13,1.7826086956521738,0.0,100.0,78.26086956521739,0.0,100.0,0.0,3.1538461538461537,363,1.3966038407904682,No
PRV52929,35,20,0,35,193.42857142857142,6770,445.94871016837845,0,2300,2009-01-12,2009-12-26,35,12,1.75,0.0,100.0,75.0,0.0,100.0,0.0,2.9166666666666665,348,2.305495547399298,No
PRV52930,127,61,0,127,309.37007874015745,39290,610.4418748658027,0,3300,2009-01-01,2009-12-24,106,12,2.081967213114754,0.0,100.0,108.19672131147541,0.0,100.0,0.0,10.583333333333334,357,1.9731768416379982,No
PRV52931,14,14,0,14,215.0,3010,438.5421653264721,10,1700,2009-01-09,2009-11-29,13,8,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.75,324,2.039731001518475,No
PRV52932,40,34,0,40,345.75,13830,647.3848278918925,0,2800,2009-01-14,2009-11-07,40,11,1.1764705882352942,0.0,100.0,17.647058823529413,0.0,100.0,0.0,3.6363636363636362,297,1.872407311328684,No
PRV52933,8,6,4,4,8673.75,69390,11512.880907301798,0,32000,2009-02-14,2009-12-24,8,6,1.3333333333333333,50.0,50.0,33.33333333333333,66.66666666666666,66.66666666666666,1.0,1.3333333333333333,313,1.3273245029314655,Yes
PRV52934,32,18,0,32,272.8125,8730,562.0023784532381,10,2500,2009-01-18,2009-12-22,31,12,1.7777777777777777,0.0,100.0,77.77777777777779,0.0,100.0,0.0,2.6666666666666665,338,2.060031627778192,No
PRV52935,280,85,0,280,363.57142857142856,101800,752.8150957282769,0,3300,2008-12-27,2009-12-29,194,13,3.2941176470588234,0.0,100.0,229.41176470588235,0.0,100.0,0.0,21.53846153846154,367,2.0706112652644157,No
PRV52936,108,34,4,104,410.55555555555554,44340,1274.1849755922103,0,10000,2009-01-03,2009-12-27,97,12,3.176470588235294,3.7037037037037033,96.29629629629629,217.6470588235294,11.76470588235294,100.0,0.038461538461538464,9.0,358,3.103562863418104,No
PRV52937,24,21,0,24,251.25,6030,679.6566428527813,0,3300,2009-01-08,2009-12-10,24,9,1.1428571428571428,0.0,100.0,14.285714285714285,0.0,100.0,0.0,2.6666666666666665,336,2.7051010660807213,No
PRV52938,3,3,0,3,1423.3333333333333,4270,1677.3888438085348,70,3300,2009-01-24,2009-10-25,3,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,274,1.1784933328865586,No
PRV52940,9,7,0,9,105.55555555555556,950,188.68698359393468,0,600,2009-01-05,2009-12-11,9,6,1.2857142857142858,0.0,100.0,28.57142857142857,0.0,100.0,0.0,1.5,340,1.7875608972056969,No
PRV52941,43,39,0,43,324.4186046511628,13950,620.2660808670721,10,2700,2009-01-17,2009-12-06,40,12,1.1025641025641026,0.0,100.0,10.256410256410255,0.0,100.0,0.0,3.5833333333333335,323,1.9119312886942006,No
PRV52942,43,39,0,43,253.72093023255815,10910,562.3421397783939,0,2800,2009-01-02,2009-12-13,40,12,1.1025641025641026,0.0,100.0,10.256410256410255,0.0,100.0,0.0,3.5833333333333335,345,2.216380569245732,No
PRV52943,35,33,0,35,193.14285714285714,6760,304.17459603646984,0,1200,2009-01-14,2009-12-19,34,12,1.0606060606060606,0.0,100.0,6.0606060606060606,0.0,100.0,0.0,2.9166666666666665,339,1.5748684706030243,No
PRV52944,4,4,0,4,1030.0,4120,1386.169782770735,40,3000,2009-04-26,2009-11-01,4,4,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,189,1.3457959056026554,No
PRV52945,46,24,0,46,149.34782608695653,6870,220.59920594108164,0,1100,2009-01-07,2009-12-31,41,12,1.9166666666666667,0.0,100.0,91.66666666666666,0.0,100.0,0.0,3.8333333333333335,358,1.4770834750057866,No
PRV52948,106,47,0,106,238.8679245283019,25320,440.6646943721809,0,2600,2008-12-22,2009-12-29,93,13,2.25531914893617,0.0,100.0,125.53191489361701,0.0,100.0,0.0,8.153846153846153,372,1.8448048026639485,No
PRV52949,79,51,0,79,342.7848101265823,27080,641.3765978573978,0,3300,2008-12-22,2009-12-28,72,13,1.5490196078431373,0.0,100.0,54.90196078431373,0.0,100.0,0.0,6.076923076923077,371,1.8710764856253481,No
PRV52950,116,64,0,116,291.63793103448273,33830,647.6995330841464,0,3300,2009-01-01,2009-12-30,94,12,1.8125,0.0,100.0,81.25,0.0,100.0,0.0,9.666666666666666,363,2.2209029216009752,No
PRV52951,20,20,0,20,499.0,9980,885.5619684697394,0,3300,2009-02-12,2009-12-31,18,9,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.2222222222222223,322,1.7746732835064918,No
PRV52952,1,1,0,1,600.0,600,,600,600,2009-01-19,2009-01-19,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV52953,85,61,0,85,277.4117647058824,23580,564.2655423122134,0,3300,2009-01-01,2009-12-30,75,12,1.3934426229508197,0.0,100.0,39.34426229508197,0.0,100.0,0.0,7.083333333333333,363,2.034036094000769,No
PRV52954,1,1,0,1,2100.0,2100,,2100,2100,2009-03-12,2009-03-12,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV52955,73,63,0,73,193.97260273972603,14160,291.9747883238256,0,1700,2009-01-03,2009-12-18,66,12,1.1587301587301588,0.0,100.0,15.873015873015872,0.0,100.0,0.0,6.083333333333333,349,1.5052372561892138,No
PRV52956,18,9,0,18,117.22222222222223,2110,124.32431760404889,0,400,2009-01-08,2009-09-26,18,7,2.0,0.0,100.0,100.0,0.0,100.0,0.0,2.5714285714285716,261,1.0605865956743505,No
PRV52957,1,1,0,1,0.0,0,,0,0,2009-12-06,2009-12-06,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV52958,16,15,0,16,126.25,2020,95.97742790191174,0,300,2009-01-16,2009-12-29,16,9,1.0666666666666667,0.0,100.0,6.666666666666667,0.0,100.0,0.0,1.7777777777777777,347,0.7602172507082118,No
PRV52961,5,5,0,5,64.0,320,40.98780306383839,0,100,2009-01-16,2009-09-23,5,4,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.25,250,0.6404344228724749,No
PRV52962,14,9,0,14,251.42857142857142,3520,575.8586517655065,0,2200,2009-01-16,2009-11-23,13,8,1.5555555555555556,0.0,100.0,55.55555555555556,0.0,100.0,0.0,1.75,311,2.290346910430992,No
PRV52963,9,7,0,9,94.44444444444444,850,147.8268506658306,10,400,2009-02-19,2009-12-24,9,7,1.2857142857142858,0.0,100.0,28.57142857142857,0.0,100.0,0.0,1.2857142857142858,308,1.5652254776382062,No
PRV52964,91,37,0,91,298.24175824175825,27140,600.8967251008065,0,3300,2009-01-02,2009-12-31,84,12,2.4594594594594597,0.0,100.0,145.94594594594594,0.0,100.0,0.0,7.583333333333333,363,2.014797420197988,No
PRV52966,3,3,0,3,236.66666666666666,710,317.8574103797697,10,600,2009-01-27,2009-07-17,3,3,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,171,1.3430594804779001,No
PRV52970,1,1,1,0,4000.0,4000,,4000,4000,2009-08-13,2009-08-13,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV52971,3,3,3,0,5000.0,15000,2645.7513110645905,3000,8000,2009-03-04,2009-11-27,3,3,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,268,0.529150262212918,No
PRV52972,17,14,17,0,12941.176470588236,220000,13566.828057044571,3000,57000,2008-12-26,2009-12-07,17,10,1.2142857142857142,100.0,0.0,21.428571428571427,100.0,0.0,0.0,1.7,346,1.0483458044079896,No
PRV52976,4,4,4,0,7250.0,29000,5188.127472091127,4000,15000,2009-03-06,2009-12-07,4,4,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,276,0.7156037892539485,No
PRV52978,5,5,5,0,11800.0,59000,7661.592523751182,4000,23000,2009-01-29,2009-07-29,5,5,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,181,0.649287502012812,No
PRV52979,6,6,6,0,11333.333333333334,68000,6742.897497861485,4000,21000,2009-01-14,2009-12-20,6,5,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.2,340,0.5949615439289545,No
PRV52980,601,229,0,601,237.3710482529118,142660,477.8379192715171,0,3300,2009-01-01,2009-12-31,299,12,2.6244541484716155,0.0,100.0,162.44541484716157,0.0,100.0,0.0,50.083333333333336,364,2.013042124507092,No
PRV52981,369,149,0,369,232.60162601626016,85830,476.3125527761487,0,3300,2009-01-01,2009-12-30,232,12,2.476510067114094,0.0,100.0,147.6510067114094,0.0,100.0,0.0,30.75,363,2.0477610622672593,No
PRV52982,643,231,0,643,336.2674961119751,216220,704.6181020718931,0,7000,2008-12-20,2009-12-31,297,13,2.7835497835497836,0.0,100.0,178.35497835497836,0.0,100.0,0.0,49.46153846153846,376,2.095409488633,Yes
PRV52985,1403,500,121,1282,1226.0299358517464,1720120,4563.397074316063,0,71000,2008-12-02,2009-12-31,363,13,2.806,8.624376336421953,91.37562366357804,180.6,24.2,100.0,0.09438377535101404,107.92307692307692,394,3.722092700082224,Yes
PRV52986,36,31,9,27,3680.277777777778,132490,7057.707635166824,0,30000,2009-01-13,2009-12-18,35,11,1.1612903225806452,25.0,75.0,16.129032258064516,29.03225806451613,87.09677419354838,0.3333333333333333,3.272727272727273,339,1.9177105809193573,No
PRV52988,312,124,0,312,243.81410256410257,76070,504.1842962244268,0,3300,2008-12-24,2009-12-31,204,13,2.5161290322580645,0.0,100.0,151.61290322580646,0.0,100.0,0.0,24.0,372,2.067904567135811,No
PRV52989,177,138,70,107,4986.38418079096,882590,10272.883570427855,0,57000,2008-12-22,2009-12-30,142,13,1.2826086956521738,39.548022598870055,60.451977401129945,28.26086956521739,50.72463768115942,77.53623188405797,0.6542056074766355,13.615384615384615,373,2.0601869406697677,Yes
PRV52990,79,55,22,57,2634.9367088607596,208160,5117.0787122365955,0,29000,2009-01-02,2009-12-24,69,12,1.4363636363636363,27.848101265822784,72.15189873417721,43.63636363636363,40.0,100.0,0.38596491228070173,6.583333333333333,356,1.9420120016655027,Yes
PRV52991,59,54,8,51,1762.2033898305085,103970,5317.062667130716,0,32000,2008-12-18,2009-12-29,56,13,1.0925925925925926,13.559322033898304,86.4406779661017,9.25925925925926,14.814814814814813,94.44444444444444,0.1568627450980392,4.538461538461538,376,3.0172809210417646,No
PRV52993,10,9,0,10,312.0,3120,661.7955374081433,10,2100,2009-02-02,2009-12-11,10,7,1.1111111111111112,0.0,100.0,11.11111111111111,0.0,100.0,0.0,1.4285714285714286,312,2.1211395429748183,No
PRV52996,37,30,0,37,311.0810810810811,11510,619.748084053261,0,3300,2009-01-11,2009-12-19,34,11,1.2333333333333334,0.0,100.0,23.333333333333332,0.0,100.0,0.0,3.3636363636363638,342,1.992239714159049,No
PRV52998,33,28,15,18,4581.515151515152,151190,8919.113647531116,10,46000,2009-01-04,2009-12-10,31,11,1.1785714285714286,45.45454545454545,54.54545454545454,17.857142857142858,53.57142857142857,64.28571428571429,0.8333333333333334,3.0,340,1.9467607008964005,No
PRV52999,56,51,8,48,1307.3214285714287,73210,3257.6469427941547,10,19000,2009-01-16,2009-12-25,50,12,1.0980392156862746,14.285714285714285,85.71428571428571,9.803921568627452,15.686274509803921,94.11764705882352,0.16666666666666666,4.666666666666667,343,2.4918485015226426,No
PRV53000,703,469,0,703,284.850640113798,200250,565.0292573888806,0,3600,2008-12-13,2009-12-30,310,13,1.4989339019189765,0.0,100.0,49.89339019189765,0.0,100.0,0.0,54.07692307692308,382,1.983598341794672,No
PRV53001,150,105,0,150,303.06666666666666,45460,567.5047782865587,0,3300,2009-01-09,2009-12-27,123,12,1.4285714285714286,0.0,100.0,42.857142857142854,0.0,100.0,0.0,12.5,352,1.8725410634180335,No
PRV53002,397,134,0,397,292.29219143576825,116040,658.0887810178037,0,6040,2008-12-22,2009-12-30,234,13,2.962686567164179,0.0,100.0,196.26865671641792,0.0,100.0,0.0,30.53846153846154,373,2.251475750293589,No
PRV53004,18,16,0,18,239.44444444444446,4310,468.11853981685175,0,2000,2009-02-13,2009-12-15,18,10,1.125,0.0,100.0,12.5,0.0,100.0,0.0,1.8,305,1.9550194238290792,No
PRV53005,50,37,16,34,3377.2,168860,7448.573905419064,0,37000,2008-12-01,2009-12-25,44,13,1.3513513513513513,32.0,68.0,35.13513513513514,43.24324324324324,91.8918918918919,0.47058823529411764,3.8461538461538463,389,2.2055471708572383,Yes
PRV53007,96,68,37,59,4172.291666666667,400540,9135.329047070261,0,57000,2009-01-04,2009-12-26,85,12,1.411764705882353,38.54166666666667,61.458333333333336,41.17647058823529,54.41176470588235,86.76470588235294,0.6271186440677966,8.0,356,2.189523115091489,Yes
PRV53008,52,48,39,13,6800.0,353600,6534.381768617381,0,25000,2008-12-26,2009-12-25,49,13,1.0833333333333333,75.0,25.0,8.333333333333332,81.25,27.083333333333332,3.0,4.0,364,0.9609384953849089,Yes
PRV53009,37,23,5,32,962.7027027027027,35620,2868.8186192700073,0,15000,2009-01-08,2009-12-04,34,11,1.608695652173913,13.513513513513514,86.48648648648648,60.86956521739131,21.73913043478261,100.0,0.15625,3.3636363636363638,330,2.9799631923916414,No
PRV53013,4,4,0,4,1257.5,5030,1437.0890717001505,0,2600,2009-02-13,2009-10-10,4,4,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,239,1.1428143711333205,No
PRV53014,8,8,0,8,147.5,1180,232.1791180471294,10,700,2009-02-08,2009-12-17,8,6,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.3333333333333333,312,1.5740957155737587,No
PRV53015,8,6,0,8,140.0,1120,171.6308330607961,20,500,2009-01-25,2009-10-17,8,5,1.3333333333333333,0.0,100.0,33.33333333333333,0.0,100.0,0.0,1.6,265,1.2259345218628293,No
PRV53016,31,18,0,31,545.1612903225806,16900,1245.4179244139748,10,6100,2009-01-07,2009-12-16,30,12,1.7222222222222223,0.0,100.0,72.22222222222221,0.0,100.0,0.0,2.5833333333333335,343,2.2844944175640958,No
PRV53017,9,4,0,9,111.11111111111111,1000,124.44320435890064,0,400,2009-01-10,2009-11-28,9,5,2.25,0.0,100.0,125.0,0.0,100.0,0.0,1.8,322,1.1199888392301058,No
PRV53018,41,22,0,41,274.6341463414634,11260,524.6241395560044,0,2700,2009-01-06,2009-12-26,40,12,1.8636363636363635,0.0,100.0,86.36363636363636,0.0,100.0,0.0,3.4166666666666665,354,1.9102655170334084,No
PRV53019,15,13,0,15,328.0,4920,651.7580620357307,0,2600,2009-01-05,2009-12-09,15,8,1.1538461538461537,0.0,100.0,15.384615384615385,0.0,100.0,0.0,1.875,338,1.987067262304057,No
PRV53020,2,2,0,2,2250.0,4500,353.5533905932738,2000,2500,2009-06-24,2009-08-24,2,2,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,61,0.15713484026367724,No
PRV53021,28,21,18,10,7748.214285714285,216950,9279.630441863841,0,30000,2009-01-20,2009-12-20,27,10,1.3333333333333333,64.28571428571429,35.714285714285715,33.33333333333333,85.71428571428571,47.61904761904761,1.8,2.8,334,1.1976476255920145,Yes
PRV53024,26,19,2,24,530.7692307692307,13800,1363.914727765407,10,6000,2009-01-10,2009-12-06,25,10,1.368421052631579,7.6923076923076925,92.3076923076923,36.84210526315789,10.526315789473683,100.0,0.08333333333333333,2.6,330,2.569694414630477,No
PRV53025,50,19,0,50,189.2,9460,284.5034342176429,0,1700,2009-01-06,2009-12-28,48,12,2.6315789473684212,0.0,100.0,163.1578947368421,0.0,100.0,0.0,4.166666666666667,356,1.5037179398395504,No
PRV53026,26,16,0,26,236.15384615384616,6140,648.4385980064847,0,3300,2009-01-22,2009-12-31,24,8,1.625,0.0,100.0,62.5,0.0,100.0,0.0,3.25,343,2.7458311967701303,No
PRV53027,5,3,0,5,100.0,500,93.8083151964686,0,200,2009-02-19,2009-12-16,5,4,1.6666666666666667,0.0,100.0,66.66666666666666,0.0,100.0,0.0,1.25,300,0.938083151964686,No
PRV53028,3,3,0,3,100.0,300,88.88194417315589,30,200,2009-04-15,2009-12-05,3,2,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.5,234,0.8888194417315589,No
PRV53029,16,11,4,12,2503.125,40050,5519.428374690022,0,21000,2009-01-03,2009-11-26,15,7,1.4545454545454546,25.0,75.0,45.45454545454545,36.36363636363637,100.0,0.3333333333333333,2.2857142857142856,327,2.2050150810247278,No
PRV53031,6,6,0,6,231.66666666666666,1390,293.9671183426246,10,700,2009-01-19,2009-07-11,6,4,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.5,173,1.2689228129897465,No
